city,state,date_time,shape,duration
Point Pleasant,WV,2016-11-02T19:30:00,circle,< 1 minute
Canton,OH,2016-11-02T19:00:00,circle,< 1 minute
Bulgaria,XX,2016-11-02T18:00:00,cylinder,Unknown
Wantagh,NY,2016-11-02T17:35:00,circle,< 1 minute
Robstown,TX,2016-11-01T22:15:00,circle,< 1 minute
Eureka,CA,2016-11-01T22:00:00,triangle,< 1 minute
Centerton,AR,2016-11-01T20:30:00,flash,21 - 30 minutes
Tarentum,PA,2016-11-01T20:25:00,fireball,< 1 minute
Hackensack,NJ,2016-11-01T20:20:00,light,< 1 minute
Miller Place,NY,2016-11-01T20:20:00,other,< 1 minute
Mississauga,ON,2016-11-01T20:15:00,circle,< 1 minute
Circleville,OH,2016-11-01T20:05:00,other,< 1 minute
Ashburn,VA,2016-11-01T20:05:00,formation,6 - 10 minutes
Harrisburg,PA,2016-11-01T19:30:00,triangle,1 - 5 minutes
Phil Campbell,AL,2016-11-01T18:30:00,light,1 - 5 minutes
Fort Lauderdale,FL,2016-11-01T18:30:00,light,21 - 30 minutes
Hemet,CA,2016-11-01T18:00:00,light,1 - 5 minutes
Fairhaven,MA,2016-11-01T17:49:00,diamond,16 - 20 minutes
Gilroy,CA,2016-11-01T17:00:00,changing,61 - 120 minutes
Bensalem,PA,2016-11-01T09:40:00,oval,< 1 minute
Albany,NY,2016-11-01T05:00:00,light,Unknown
Houston,TX,2016-11-01T00:01:00,circle,< 1 minute
Mastic Beach,NY,2016-10-31T23:00:00,oval,< 1 minute
Charlottesville,VA,2016-10-31T22:35:00,light,1 - 5 minutes
Pennsburg,PA,2016-10-31T19:55:00,unknown,< 1 minute
Gretna,NE,2016-10-31T19:30:00,light,6 - 10 minutes
Wichita,KS,2016-10-31T19:03:00,light,1 - 5 minutes
Thomasville,GA,2016-10-31T17:30:00,other,6 - 10 minutes
Tuckerton,NJ,2016-10-31T15:00:00,sphere,1 - 5 minutes
Cracroft Island,BC,2016-10-31T11:40:00,cross,1 - 5 minutes
Fort Myers,FL,2016-10-31T06:35:00,formation,< 1 minute
Delta,CO,2016-10-31T05:30:00,light,61 - 120 minutes
Tempe,AZ,2016-10-31T01:16:00,fireball,1 - 5 minutes
Columbia,SC,2016-10-31T00:25:00,light,< 1 minute
Greensboro,NC,2016-10-31T00:00:00,fireball,< 1 minute
Kettering,OH,2016-10-30T22:30:00,triangle,21 - 30 minutes
Wellington,FL,2016-10-30T22:15:00,oval,1 - 5 minutes
Oxnard,CA,2016-10-30T21:30:00,fireball,6 - 10 minutes
Athens,GA,2016-10-30T21:10:00,fireball,< 1 minute
Cape Canaveral,FL,2016-10-30T21:00:00,circle,6 - 10 minutes
Hickory,NC,2016-10-30T21:00:00,other,6 - 10 minutes
Fort Lauderdale,FL,2016-10-30T21:00:00,sphere,< 1 minute
Knoxville,TN,2016-10-30T20:20:00,light,< 1 minute
Saint Thomas,ON,2016-10-30T20:00:00,chevron,1 - 5 minutes
Seguin,TX,2016-10-30T19:46:00,cone,1 - 5 minutes
Holmes Beach,FL,2016-10-30T17:34:00,disk,< 1 minute
Everett,WA,2016-10-30T04:00:00,light,61 - 120 minutes
Dothan,AL,2016-10-30T02:00:00,circle,61 - 120 minutes
Hemet,CA,2016-10-29T22:45:00,light,11 - 15 minutes
Mayfield Heights,OH,2016-10-29T22:00:00,triangle,1 - 5 minutes
Canton,GA,2016-10-29T21:45:00,formation,1 - 5 minutes
Lake Charles,LA,2016-10-29T19:40:00,disk,16 - 20 minutes
San Diego,CA,2016-10-29T19:10:00,light,< 1 minute
Racine,WI,2016-10-29T18:55:00,sphere,< 1 minute
Rock Point,AZ,2016-10-29T10:30:00,disk,< 1 minute
Sumner,MS,2016-10-29T06:00:00,light,1 - 5 minutes
Alvin,TX,2016-10-29T02:21:00,light,61 - 120 minutes
Lansing,MI,2016-10-29T00:00:00,unknown,< 1 minute
Alpharetta,GA,2016-10-29T00:00:00,fireball,6 - 10 minutes
Virginia Beach,VA,2016-10-28T21:37:00,cigar,< 1 minute
Jeromesville,OH,2016-10-28T19:30:00,flash,1 - 5 minutes
Springfield,IL,2016-10-28T19:00:00,circle,< 1 minute
China,XX,2016-10-28T19:00:00,circle,< 1 minute
Cherryville,NC,2016-10-28T15:00:00,formation,6 - 10 minutes
Woodstock,ON,2016-10-28T06:00:00,light,31 - 60 minutes
Florence,AZ,2016-10-28T04:30:00,circle,< 1 minute
Bowling Green,KY,2016-10-28T02:00:00,formation,6 - 10 minutes
Burnet,TX,2016-10-28T00:30:00,fireball,16 - 20 minutes
Walker,KS,2016-10-27T23:45:00,circle,1 - 5 minutes
Ashland,NE,2016-10-27T23:45:00,sphere,< 1 minute
Norman,OK,2016-10-27T22:40:00,teardrop,< 1 minute
Topanga,CA,2016-10-27T22:00:00,circle,1 - 5 minutes
Bayonne,NJ,2016-10-27T21:30:00,cylinder,< 1 minute
Los Angeles,CA,2016-10-27T21:00:00,oval,1 - 5 minutes
Gardner,KS,2016-10-27T20:40:00,other,1 - 5 minutes
Edmond,OK,2016-10-27T20:30:00,other,< 1 minute
Tucson,AZ,2016-10-27T20:00:00,other,< 1 minute
Petal,MS,2016-10-27T19:00:00,other,16 - 20 minutes
Aurora,CO,2016-10-27T19:00:00,fireball,< 1 minute
Stillwater,OK,2016-10-27T12:26:00,teardrop,< 1 minute
Asheboro,NC,2016-10-27T10:00:00,egg,< 1 minute
Virgin,UT,2016-10-27T06:30:00,circle,16 - 20 minutes
Knoxville,TN,2016-10-26T23:30:00,unknown,1 - 5 minutes
Wilmington,CA,2016-10-26T23:00:00,light,1 - 5 minutes
Apache Junction,AZ,2016-10-26T22:15:00,light,6 - 10 minutes
San Jose,CA,2016-10-26T21:05:00,circle,< 1 minute
Sonoma,CA,2016-10-26T21:00:00,circle,< 1 minute
Schaghticoke,NY,2016-10-26T20:35:00,triangle,1 - 5 minutes
Denver,CO,2016-10-26T20:20:00,other,< 1 minute
Oklahoma City,OR,2016-10-26T19:10:00,other,1 - 5 minutes
Fort Worth,TX,2016-10-26T17:30:00,cigar,< 1 minute
Vallejo,CA,2016-10-26T14:40:00,teardrop,1 - 5 minutes
Ayden,NC,2016-10-26T14:12:00,disk,< 1 minute
Spring hill,FL,2016-10-26T08:20:00,circle,1 - 5 minutes
Creston,MT,2016-10-26T07:00:00,disk,< 1 minute
Broad Brook,CT,2016-10-26T00:20:00,unknown,< 1 minute
Fairbanks,AK,2016-10-25T19:45:00,triangle,1 - 5 minutes
Bethlehem,PA,2016-10-25T19:15:00,unknown,1 - 5 minutes
Chandler,AZ,2016-10-25T19:00:00,unknown,1 - 5 minutes
Cary,ND,2016-10-25T18:45:00,triangle,6 - 10 minutes
Globe,AZ,2016-10-25T18:45:00,formation,1 - 5 minutes
San Tan Valley,AZ,2016-10-25T18:42:00,oval,< 1 minute
Globe,AZ,2016-10-25T18:40:00,other,1 - 5 minutes
Florence,AZ,2016-10-25T18:40:00,light,6 - 10 minutes
Chandler,AZ,2016-10-25T18:40:00,formation,< 1 minute
San Tan Valley,AZ,2016-10-25T18:35:00,formation,1 - 5 minutes
Queen Creek,AZ,2016-10-25T18:30:00,light,1 - 5 minutes
Gilbert,AZ,2016-10-25T18:30:00,circle,1 - 5 minutes
Mesa,AZ,2016-10-25T18:30:00,unknown,1 - 5 minutes
Great Smokey Mountains National Park,TN,2016-10-25T16:00:00,other,< 1 minute
Atlanta,GA,2016-10-25T15:45:00,unknown,1 - 5 minutes
Newcastle,WA,2016-10-25T11:00:00,disk,61 - 120 minutes
Winston-Salem,NC,2016-10-25T07:45:00,circle,1 - 5 minutes
Willow Grove,PA,2016-10-25T03:00:00,light,121 + minutes
Deerfield Beach,FL,2016-10-24T23:30:00,light,< 1 minute
Deer Park,NY,2016-10-24T23:30:00,formation,< 1 minute
Port Hueneme,CA,2016-10-24T23:00:00,circle,121 + minutes
Chalmette,LA,2016-10-24T22:00:00,triangle,1 - 5 minutes
Bay Saint Louis,MS,2016-10-24T21:40:00,triangle,1 - 5 minutes
Colonial Beach,VA,2016-10-24T19:00:00,light,61 - 120 minutes
Frankfort,IL,2016-10-24T19:00:00,formation,1 - 5 minutes
Chicago,IL,2016-10-24T17:30:00,diamond,< 1 minute
Franklin,WI,2016-10-24T01:00:00,light,61 - 120 minutes
Coachella Valley,CA,2016-10-23T22:00:00,circle,1 - 5 minutes
Shepherdsville,KY,2016-10-23T21:35:00,unknown,1 - 5 minutes
Middleburg,FL,2016-10-23T21:30:00,circle,6 - 10 minutes
Kannapolis,NC,2016-10-23T21:15:00,triangle,1 - 5 minutes
Kannapolis,NC,2016-10-23T21:15:00,triangle,1 - 5 minutes
Lansing,MI,2016-10-23T21:00:00,formation,1 - 5 minutes
Gulfport,MS,2016-10-23T20:35:00,circle,6 - 10 minutes
Pembroke Pines,FL,2016-10-23T20:00:00,unknown,6 - 10 minutes
Louisville,MS,2016-10-23T19:45:00,triangle,21 - 30 minutes
Baltimore City,MD,2016-10-23T19:45:00,fireball,1 - 5 minutes
Honolulu,HI,2016-10-23T18:30:00,light,1 - 5 minutes
Longwood,FL,2016-10-23T07:00:00,light,121 + minutes
Dickerson,MD,2016-10-23T06:30:00,light,1 - 5 minutes
Miami,FL,2016-10-23T00:00:00,circle,6 - 10 minutes
Philadelphia,PA,2016-10-22T23:38:00,cigar,< 1 minute
Trenton,MO,2016-10-22T23:20:00,sphere,< 1 minute
North Topsail Beach,NC,2016-10-22T21:45:00,fireball,6 - 10 minutes
Madison,WI,2016-10-22T21:27:00,sphere,6 - 10 minutes
India,XX,2016-10-22T21:00:00,oval,< 1 minute
Pickerington,OH,2016-10-22T21:00:00,light,6 - 10 minutes
Hutchinson,MN,2016-10-22T20:45:00,light,< 1 minute
Nashville,TN,2016-10-22T20:40:00,diamond,1 - 5 minutes
Winder,GA,2016-10-22T20:10:00,fireball,< 1 minute
San Dimas,CA,2016-10-22T20:00:00,fireball,< 1 minute
Jacksonville,FL,2016-10-22T20:00:00,light,1 - 5 minutes
Alvord,TX,2016-10-22T20:00:00,triangle,1 - 5 minutes
Beaver Dam,WI,2016-10-22T19:40:00,other,< 1 minute
Derby,KS,2016-10-22T19:30:00,light,1 - 5 minutes
Moon,PA,2016-10-22T18:15:00,triangle,< 1 minute
High Point,NC,2016-10-22T18:00:00,formation,61 - 120 minutes
Nashville,TN,2016-10-22T16:30:00,light,1 - 5 minutes
Krum,TX,2016-10-22T14:25:00,disk,< 1 minute
Shingle Springs,CA,2016-10-22T13:50:00,diamond,1 - 5 minutes
Grand Rapids,MI,2016-10-22T12:46:00,unknown,1 - 5 minutes
Cutthroat Lake Trail - Hwy 20,WA,2016-10-22T12:00:00,circle,Unknown
Shawnee,OK,2016-10-22T03:30:00,circle,121 + minutes
Lakeland,FL,2016-10-22T02:32:00,formation,< 1 minute
Stevens Point,WI,2016-10-22T00:55:00,sphere,< 1 minute
Phoenix,AZ,2016-10-21T23:50:00,other,6 - 10 minutes
Cullman,AL,2016-10-21T23:30:00,formation,< 1 minute
Sterling Heights,MI,2016-10-21T23:22:00,chevron,< 1 minute
Forrestville,MD,2016-10-21T23:00:00,light,16 - 20 minutes
Springfield,MO,2016-10-21T22:40:00,triangle,1 - 5 minutes
Elizabethtown,PA,2016-10-21T22:15:00,triangle,6 - 10 minutes
Grass Valley,CA,2016-10-21T21:00:00,triangle,6 - 10 minutes
Denver,CO,2016-10-21T21:00:00,other,1 - 5 minutes
Glace Bay,NS,2016-10-21T20:30:00,formation,< 1 minute
Brunswick,MD,2016-10-21T18:30:00,oval,1 - 5 minutes
Renton,WA,2016-10-21T18:20:00,disk,1 - 5 minutes
Johns Creek,GA,2016-10-21T16:00:00,sphere,6 - 10 minutes
La Puente,CA,2016-10-21T13:49:00,light,1 - 5 minutes
Carrollton,TX,2016-10-21T12:40:00,sphere,1 - 5 minutes
Ypsilanti,MI,2016-10-21T07:00:00,triangle,1 - 5 minutes
Dover,NJ,2016-10-21T05:00:00,triangle,< 1 minute
Ilwaco,WA,2016-10-21T02:00:00,circle,1 - 5 minutes
Newhall,CA,2016-10-21T01:45:00,triangle,1 - 5 minutes
Columbus,KS,2016-10-21T00:34:00,light,1 - 5 minutes
Fort Lupton,CO,2016-10-20T22:00:00,triangle,< 1 minute
Lake Orion,MI,2016-10-20T21:56:00,fireball,6 - 10 minutes
Madison,WI,2016-10-20T21:01:00,unknown,1 - 5 minutes
Saint Joe,AR,2016-10-20T21:00:00,light,< 1 minute
Park City,UT,2016-10-20T21:00:00,disk,21 - 30 minutes
Stillwater,MN,2016-10-20T20:45:00,light,1 - 5 minutes
Wallace,NC,2016-10-20T20:35:00,circle,1 - 5 minutes
Colorado Springs,CO,2016-10-20T20:30:00,unknown,1 - 5 minutes
Cayucos,CA,2016-10-20T20:30:00,light,1 - 5 minutes
Clarkson,KY,2016-10-20T20:13:00,teardrop,6 - 10 minutes
Copperas Cove,TX,2016-10-20T20:10:00,circle,1 - 5 minutes
Playa Del Rey,CA,2016-10-20T20:00:00,other,1 - 5 minutes
Orlando,FL,2016-10-20T19:40:00,sphere,1 - 5 minutes
Alma,CO,2016-10-20T19:35:00,light,< 1 minute
Pacific Palisades,CA,2016-10-20T19:00:00,unknown,< 1 minute
Pinckney,MI,2016-10-20T19:00:00,light,< 1 minute
Charlotte,NC,2016-10-20T18:30:00,light,121 + minutes
Johns Creek,GA,2016-10-20T16:05:00,sphere,6 - 10 minutes
Park City,UT,2016-10-20T09:00:00,disk,21 - 30 minutes
Harwinton,CT,2016-10-20T06:00:00,triangle,< 1 minute
Bowling Green,KY,2016-10-20T03:30:00,disk,1 - 5 minutes
Valrico,FL,2016-10-19T23:30:00,circle,1 - 5 minutes
Grovetown,GA,2016-10-19T22:30:00,circle,61 - 120 minutes
Gainseville,FL,2016-10-19T22:00:00,light,121 + minutes
Dobson,NC,2016-10-19T21:30:00,unknown,61 - 120 minutes
Stow,MA,2016-10-19T20:45:00,other,1 - 5 minutes
Rawlins,WY,2016-10-19T20:30:00,light,61 - 120 minutes
Waverly,OH,2016-10-19T20:00:00,light,1 - 5 minutes
San Jose,CA,2016-10-19T20:00:00,light,1 - 5 minutes
Almont,CO,2016-10-19T19:49:00,light,1 - 5 minutes
Kuna,ID,2016-10-19T19:45:00,formation,1 - 5 minutes
New York,NY,2016-10-19T16:08:00,changing,Unknown
Alvaton,KY,2016-10-19T15:31:00,teardrop,1 - 5 minutes
Blountville,TN,2016-10-19T10:04:00,oval,< 1 minute
Everett,WA,2016-10-19T07:35:00,light,1 - 5 minutes
Ortonville,MI,2016-10-19T06:16:00,triangle,< 1 minute
Nashville,TN,2016-10-19T01:30:00,triangle,1 - 5 minutes
Yakima,WA,2016-10-19T01:06:00,light,1 - 5 minutes
Wenatchee,WA,2016-10-18T23:16:00,formation,< 1 minute
Tucson,AZ,2016-10-18T23:00:00,light,6 - 10 minutes
North Dartmouth,MA,2016-10-18T21:20:00,sphere,1 - 5 minutes
Mountain Top,PA,2016-10-18T21:01:00,sphere,1 - 5 minutes
Marion,IA,2016-10-18T21:00:00,circle,1 - 5 minutes
Waynesboro,VA,2016-10-18T19:30:00,sphere,6 - 10 minutes
Roseville,CA,2016-10-18T19:00:00,light,< 1 minute
Franklin,TN,2016-10-18T19:00:00,light,6 - 10 minutes
Colorado Springs,CO,2016-10-18T19:00:00,circle,21 - 30 minutes
Tornado,WV,2016-10-18T19:00:00,cigar,6 - 10 minutes
Oregon,IL,2016-10-18T18:15:00,light,1 - 5 minutes
Greenfield,WI,2016-10-18T14:20:00,disk,1 - 5 minutes
Edison,NJ,2016-10-18T12:20:00,oval,1 - 5 minutes
Tulsa,OK,2016-10-18T05:35:00,triangle,16 - 20 minutes
South Hadley,MA,2016-10-18T01:00:00,light,16 - 20 minutes
Fort Washington,MD,2016-10-18T00:18:00,other,16 - 20 minutes
Augusta,GA,2016-10-18T00:00:00,circle,1 - 5 minutes
Jacksonville,AR,2016-10-17T22:00:00,light,1 - 5 minutes
Baltimore,MD,2016-10-17T21:30:00,light,121 + minutes
Melbourne,FL,2016-10-17T20:49:00,light,< 1 minute
Orem,UT,2016-10-17T20:37:00,light,21 - 30 minutes
Virginia Beach,VA,2016-10-17T19:50:00,fireball,1 - 5 minutes
Lakewood,CO,2016-10-17T19:50:00,triangle,< 1 minute
Chicago,IL,2016-10-17T19:45:00,light,21 - 30 minutes
Winston-Salem,NC,2016-10-17T19:30:00,other,21 - 30 minutes
Bybee,TN,2016-10-17T19:30:00,triangle,1 - 5 minutes
Madison,IL,2016-10-17T19:21:00,circle,1 - 5 minutes
South Orange,NJ,2016-10-17T19:00:00,sphere,1 - 5 minutes
Taylorville,IL,2016-10-17T19:00:00,circle,1 - 5 minutes
High Point,NC,2016-10-17T15:00:00,cone,16 - 20 minutes
Loganville,GA,2016-10-17T10:35:00,diamond,1 - 5 minutes
England,XX,2016-10-17T07:45:00,oval,1 - 5 minutes
Key Biscayne,FL,2016-10-17T07:30:00,sphere,1 - 5 minutes
La Habra,CA,2016-10-17T07:00:00,changing,61 - 120 minutes
Clearwater,FL,2016-10-17T05:45:00,circle,< 1 minute
Jacksonville,FL,2016-10-17T05:35:00,unknown,< 1 minute
Colorado Springs,CO,2016-10-17T01:36:00,triangle,< 1 minute
Mansfield,TX,2016-10-16T21:31:00,light,21 - 30 minutes
Golden Valley,AZ,2016-10-16T19:50:00,circle,1 - 5 minutes
South Kingstown,RI,2016-10-16T19:35:00,light,1 - 5 minutes
Lexington,SC,2016-10-16T19:00:00,fireball,6 - 10 minutes
Johnson City,TN,2016-10-16T18:30:00,triangle,1 - 5 minutes
Banner Springs,KS,2016-10-16T13:30:00,triangle,1 - 5 minutes
Tucson,AZ,2016-10-16T12:45:00,rectangle,1 - 5 minutes
South Tampa,FL,2016-10-16T05:40:00,light,< 1 minute
Encinitas,CA,2016-10-16T02:16:00,circle,< 1 minute
Philadelphia,PA,2016-10-15T23:15:00,sphere,1 - 5 minutes
Nashua,NH,2016-10-15T23:00:00,formation,1 - 5 minutes
Saint Paul,MN,2016-10-15T22:30:00,circle,6 - 10 minutes
Florissant,MO,2016-10-15T22:00:00,fireball,< 1 minute
Madison,OH,2016-10-15T20:20:00,light,121 + minutes
Anacoco,LA,2016-10-15T20:15:00,fireball,1 - 5 minutes
Lakewood,CO,2016-10-15T20:00:00,cross,1 - 5 minutes
Nashua,NH,2016-10-15T19:40:00,circle,< 1 minute
Aliquippa,PA,2016-10-15T19:30:00,light,< 1 minute
Greenfield,IN,2016-10-15T19:00:00,triangle,11 - 15 minutes
Prescott,AZ,2016-10-15T18:03:00,unknown,1 - 5 minutes
Idaho Falls,ID,2016-10-15T18:00:00,triangle,< 1 minute
Houston,TX,2016-10-15T17:00:00,diamond,< 1 minute
Arvada,CO,2016-10-15T15:30:00,chevron,1 - 5 minutes
Valle Vista,CA,2016-10-15T13:30:00,disk,1 - 5 minutes
Detroit,MI,2016-10-15T12:00:00,sphere,< 1 minute
Twin Falls,ID,2016-10-15T11:00:00,flash,1 - 5 minutes
Aiken,SC,2016-10-15T02:30:00,sphere,< 1 minute
Clarkdale community,MS,2016-10-15T02:00:00,circle,61 - 120 minutes
Waterbury,CT,2016-10-15T00:00:00,triangle,1 - 5 minutes
Centerburg,OH,2016-10-14T23:45:00,triangle,1 - 5 minutes
Saint Peters,MO,2016-10-14T22:00:00,other,< 1 minute
New York,NY,2016-10-14T18:30:00,teardrop,6 - 10 minutes
Lithia,FL,2016-10-14T18:00:00,circle,61 - 120 minutes
Bend,OR,2016-10-14T17:48:00,circle,1 - 5 minutes
Albion,IN,2016-10-14T17:00:00,oval,1 - 5 minutes
New York,NY,2016-10-14T11:00:00,diamond,1 - 5 minutes
New York,NY,2016-10-14T10:40:00,light,61 - 120 minutes
Middletown,NY,2016-10-14T03:45:00,unknown,121 + minutes
Charlotte,NC,2016-10-14T03:00:00,circle,1 - 5 minutes
Smithtown,NY,2016-10-14T00:00:00,unknown,1 - 5 minutes
Parker,AZ,2016-10-13T22:00:00,sphere,6 - 10 minutes
Gilford,NH,2016-10-13T21:30:00,light,6 - 10 minutes
Newfoundland,PA,2016-10-13T21:00:00,light,121 + minutes
San Antonio,TX,2016-10-13T20:36:00,diamond,< 1 minute
Socorro,NM,2016-10-13T20:30:00,light,121 + minutes
Ocean Springs,MS,2016-10-13T19:00:00,light,< 1 minute
Spearhead Point Campground,WI,2016-10-13T19:00:00,sphere,31 - 60 minutes
Bowdoinham,ME,2016-10-13T19:00:00,diamond,1 - 5 minutes
Houston,TX,2016-10-13T17:00:00,diamond,1 - 5 minutes
Gulfport,MS,2016-10-13T09:45:00,other,6 - 10 minutes
Riverton,UT,2016-10-13T07:30:00,light,1 - 5 minutes
Ottawa,ON,2016-10-13T07:00:00,light,< 1 minute
Douglasville,GA,2016-10-12T20:35:00,circle,1 - 5 minutes
Douglasville,GA,2016-10-12T20:35:00,circle,1 - 5 minutes
Gatlinburg,TN,2016-10-12T11:49:00,triangle,6 - 10 minutes
Middletown,CT,2016-10-12T11:45:00,triangle,1 - 5 minutes
Columbia,SC,2016-10-12T07:25:00,light,1 - 5 minutes
Odenville,AL,2016-10-12T06:50:00,light,< 1 minute
Gulf of Mexico SMI 69 B,LA,2016-10-12T06:00:00,oval,< 1 minute
Hayti,MO,2016-10-11T23:10:00,disk,< 1 minute
Prospect,KY,2016-10-11T23:00:00,rectangle,< 1 minute
Mountainair,NM,2016-10-11T22:15:00,formation,1 - 5 minutes
Lake of the Ozarks,MO,2016-10-11T22:00:00,fireball,6 - 10 minutes
Gates,NC,2016-10-11T21:07:00,triangle,1 - 5 minutes
Dallas,GA,2016-10-11T21:00:00,fireball,1 - 5 minutes
Granbury,TX,2016-10-11T19:30:00,cone,1 - 5 minutes
San Diego,CA,2016-10-11T19:25:00,light,< 1 minute
San Diego,CA,2016-10-11T19:25:00,light,1 - 5 minutes
Lido Beach,NY,2016-10-11T16:34:00,circle,6 - 10 minutes
Ocean Shores,WA,2016-10-11T13:35:00,circle,< 1 minute
Oklahoma City,OK,2016-10-11T12:21:00,circle,< 1 minute
University Place,WA,2016-10-11T10:10:00,changing,6 - 10 minutes
Vestal,NY,2016-10-11T04:00:00,diamond,1 - 5 minutes
Cromwell,CT,2016-10-11T02:30:00,light,61 - 120 minutes
Norwood,MA,2016-10-10T21:30:00,teardrop,< 1 minute
Astoria,OR,2016-10-10T20:00:00,circle,1 - 5 minutes
Elizabethtown,PA,2016-10-10T19:17:00,fireball,1 - 5 minutes
Elizabethtown,PA,2016-10-10T19:17:00,fireball,1 - 5 minutes
Yosemite National Park,CA,2016-10-10T19:00:00,disk,< 1 minute
Greensboro,NC,2016-10-10T19:00:00,fireball,1 - 5 minutes
Vicksburg,MI,2016-10-10T15:35:00,sphere,1 - 5 minutes
Columbia,MD,2016-10-10T13:56:00,disk,1 - 5 minutes
Edmonton,AB,2016-10-10T13:30:00,sphere,< 1 minute
Austin,TX,2016-10-10T09:40:00,unknown,< 1 minute
Kerrville,TX,2016-10-10T05:00:00,triangle,< 1 minute
Lovell,WY,2016-10-10T01:20:00,triangle,< 1 minute
Harrison City,PA,2016-10-09T23:20:00,formation,6 - 10 minutes
Port Clements,BC,2016-10-09T21:00:00,other,< 1 minute
Langley,BC,2016-10-09T21:00:00,light,1 - 5 minutes
Prince Rupert,BC,2016-10-09T20:37:00,other,1 - 5 minutes
Goleta,CA,2016-10-09T19:35:00,triangle,1 - 5 minutes
Aurora,IL,2016-10-09T18:20:00,light,1 - 5 minutes
Yucaipa,CA,2016-10-09T18:17:00,cone,1 - 5 minutes
New York,NY,2016-10-09T18:00:00,sphere,1 - 5 minutes
Madison Heights,MI,2016-10-09T16:30:00,circle,< 1 minute
Marietta,GA,2016-10-09T10:30:00,cigar,61 - 120 minutes
Cape Coral,FL,2016-10-09T09:00:00,circle,61 - 120 minutes
Orlando,FL,2016-10-09T04:00:00,other,< 1 minute
Fort Lauderdale,FL,2016-10-09T03:30:00,other,1 - 5 minutes
McKinney,TX,2016-10-09T01:05:00,light,< 1 minute
Morrison,CO,2016-10-09T00:00:00,unknown,121 + minutes
Mt. Airy,MD,2016-10-09T00:00:00,egg,31 - 60 minutes
Burbank,CA,2016-10-08T23:30:00,fireball,1 - 5 minutes
Illiopolis,IL,2016-10-08T23:20:00,triangle,< 1 minute
Hamilton,OH,2016-10-08T23:00:00,rectangle,< 1 minute
Owenton,KY,2016-10-08T22:30:00,light,< 1 minute
Birmingham,AL,2016-10-08T22:00:00,triangle,< 1 minute
Harrison,AR,2016-10-08T21:30:00,circle,1 - 5 minutes
Marietta,OH,2016-10-08T20:56:00,light,1 - 5 minutes
South Africa,XX,2016-10-08T20:48:00,formation,1 - 5 minutes
Marietta,OH,2016-10-08T20:45:00,changing,1 - 5 minutes
Warren,MI,2016-10-08T20:35:00,chevron,1 - 5 minutes
Murfreesboro,TN,2016-10-08T20:15:00,changing,1 - 5 minutes
Bellevue,NE,2016-10-08T20:10:00,oval,16 - 20 minutes
Marietta,OH,2016-10-08T20:00:00,chevron,1 - 5 minutes
Cincinnati,OH,2016-10-08T20:00:00,light,1 - 5 minutes
Chicago,IL,2016-10-08T19:47:00,oval,< 1 minute
Middlefield,CT,2016-10-08T18:45:00,light,1 - 5 minutes
Prescott,AZ,2016-10-08T18:13:00,other,6 - 10 minutes
Darby,MT,2016-10-08T17:24:00,disk,11 - 15 minutes
Slidell,LA,2016-10-08T12:54:00,rectangle,1 - 5 minutes
Champaign,IL,2016-10-08T11:15:00,rectangle,1 - 5 minutes
Coweta,OK,2016-10-08T10:17:00,unknown,< 1 minute
Crandall,GA,2016-10-08T03:00:00,light,61 - 120 minutes
Strathmore area,AB,2016-10-08T02:20:00,other,1 - 5 minutes
Van Buren,AR,2016-10-08T02:15:00,circle,21 - 30 minutes
Renton,WA,2016-10-08T01:00:00,fireball,21 - 30 minutes
Crown Point,IN,2016-10-08T00:00:00,disk,6 - 10 minutes
Cochise County,AZ,2016-10-08T00:00:00,flash,< 1 minute
Anchor Point,AK,2016-10-07T22:00:00,flash,31 - 60 minutes
Gardner,MA,2016-10-07T21:45:00,light,1 - 5 minutes
South Gardner,MA,2016-10-07T21:30:00,fireball,1 - 5 minutes
New Ipswich,NH,2016-10-07T21:15:00,oval,61 - 120 minutes
Arvada,CO,2016-10-07T21:05:00,other,< 1 minute
Secaucus,NJ,2016-10-07T21:00:00,light,< 1 minute
Bucks Lake,CA,2016-10-07T20:45:00,formation,21 - 30 minutes
Manchester,VT,2016-10-07T19:30:00,triangle,1 - 5 minutes
Hicksville,NY,2016-10-07T17:30:00,light,16 - 20 minutes
Eureka,CA,2016-10-07T13:40:00,disk,< 1 minute
Douglasville,GA,2016-10-07T13:00:00,cylinder,< 1 minute
Meadville,PA,2016-10-07T07:00:00,circle,< 1 minute
Long Beach,CA,2016-10-07T03:30:00,light,1 - 5 minutes
Kettering,OH,2016-10-07T01:00:00,light,61 - 120 minutes
Las Cruces,NM,2016-10-07T00:05:00,other,16 - 20 minutes
Highway I-40 Truck parking,AR,2016-10-07T00:00:00,unknown,< 1 minute
Foley,AL,2016-10-07T00:00:00,unknown,< 1 minute
Antlers,OK,2016-10-06T23:00:00,light,1 - 5 minutes
Union,NJ,2016-10-06T21:50:00,oval,1 - 5 minutes
Whitefish,MT,2016-10-06T21:00:00,fireball,16 - 20 minutes
El Cajon,CA,2016-10-06T20:24:00,unknown,< 1 minute
Saylorsburg,PA,2016-10-06T20:00:00,fireball,< 1 minute
Lower Burrell,PA,2016-10-06T20:00:00,triangle,1 - 5 minutes
Columbus,GA,2016-10-06T14:30:00,circle,1 - 5 minutes
South Berwick,ME,2016-10-06T09:15:00,light,16 - 20 minutes
Torrington,CT,2016-10-06T05:45:00,triangle,< 1 minute
